sample_id,node_name,src,dst,abundance,function_score,edge_weight
Z001,Fusobacterium,Fusobacterium,Porphyromonas,0.1143,0.5553,0.4951
Z001,Porphyromonas,Porphyromonas,Prevotella,0.0983,0.5372,0.4789
Z001,Prevotella,Prevotella,Streptococcus,0.087,0.483,0.3618
Z001,Streptococcus,Streptococcus,Lactobacillus,0.1091,0.4677,0.2501
Z001,Lactobacillus,Lactobacillus,Fusobacterium,0.1121,0.4256,0.2365
Z002,Fusobacterium,Fusobacterium,Porphyromonas,0.1629,0.6983,0.5864
Z002,Porphyromonas,Porphyromonas,Prevotella,0.1632,0.664,0.5363
Z002,Prevotella,Prevotella,Streptococcus,0.1199,0.5855,0.3964
Z002,Streptococcus,Streptococcus,Lactobacillus,0.1124,0.4506,0.3396
Z002,Lactobacillus,Lactobacillus,Fusobacterium,0.0929,0.3994,0.2648
Z003,Fusobacterium,Fusobacterium,Porphyromonas,0.1359,0.6407,0.513
Z003,Porphyromonas,Porphyromonas,Prevotella,0.1369,0.6288,0.4555
Z003,Prevotella,Prevotella,Streptococcus,0.0985,0.5373,0.4018
Z003,Streptococcus,Streptococcus,Lactobacillus,0.1151,0.466,0.3108
Z003,Lactobacillus,Lactobacillus,Fusobacterium,0.1057,0.4119,0.2857
Z004,Fusobacterium,Fusobacterium,Porphyromonas,0.0557,0.3837,0.316
Z004,Porphyromonas,Porphyromonas,Prevotella,0.0577,0.3884,0.2958
Z004,Prevotella,Prevotella,Streptococcus,0.0891,0.4589,0.1923
Z004,Streptococcus,Streptococcus,Lactobacillus,0.1502,0.5421,0.207
Z004,Lactobacillus,Lactobacillus,Fusobacterium,0.1359,0.538,0.18
Z005,Fusobacterium,Fusobacterium,Porphyromonas,0.1127,0.5621,0.455
Z005,Porphyromonas,Porphyromonas,Prevotella,0.0998,0.5536,0.4331
Z005,Prevotella,Prevotella,Streptococcus,0.0988,0.4889,0.3366
Z005,Streptococcus,Streptococcus,Lactobacillus,0.1229,0.4646,0.2325
Z005,Lactobacillus,Lactobacillus,Fusobacterium,0.1047,0.4551,0.2326
Z006,Fusobacterium,Fusobacterium,Porphyromonas,0.0519,0.4098,0.316
Z006,Porphyromonas,Porphyromonas,Prevotella,0.0584,0.384,0.2608
Z006,Prevotella,Prevotella,Streptococcus,0.0786,0.4614,0.2399
Z006,Streptococcus,Streptococcus,Lactobacillus,0.1495,0.545,0.1771
Z006,Lactobacillus,Lactobacillus,Fusobacterium,0.1315,0.5507,0.18
Z007,Fusobacterium,Fusobacterium,Porphyromonas,0.0909,0.4621,0.3807
Z007,Porphyromonas,Porphyromonas,Prevotella,0.0837,0.462,0.3833
Z007,Prevotella,Prevotella,Streptococcus,0.0918,0.4903,0.3098
Z007,Streptococcus,Streptococcus,Lactobacillus,0.1252,0.5188,0.2391
Z007,Lactobacillus,Lactobacillus,Fusobacterium,0.1066,0.5022,0.1931
Z008,Fusobacterium,Fusobacterium,Porphyromonas,0.1507,0.6431,0.554
Z008,Porphyromonas,Porphyromonas,Prevotella,0.1594,0.6629,0.5177
Z008,Prevotella,Prevotella,Streptococcus,0.1146,0.5603,0.4229
Z008,Streptococcus,Streptococcus,Lactobacillus,0.1096,0.4308,0.3107
Z008,Lactobacillus,Lactobacillus,Fusobacterium,0.0783,0.4187,0.2302
Z009,Fusobacterium,Fusobacterium,Porphyromonas,0.1726,0.6978,0.5722
Z009,Porphyromonas,Porphyromonas,Prevotella,0.1367,0.692,0.5142
Z009,Prevotella,Prevotella,Streptococcus,0.1197,0.5921,0.488
Z009,Streptococcus,Streptococcus,Lactobacillus,0.1143,0.4497,0.3449
Z009,Lactobacillus,Lactobacillus,Fusobacterium,0.0716,0.3998,0.2824
Z010,Fusobacterium,Fusobacterium,Porphyromonas,0.1157,0.5888,0.4547
Z010,Porphyromonas,Porphyromonas,Prevotella,0.1121,0.5821,0.4387
Z010,Prevotella,Prevotella,Streptococcus,0.104,0.5273,0.3492
Z010,Streptococcus,Streptococcus,Lactobacillus,0.1268,0.4974,0.2406
Z010,Lactobacillus,Lactobacillus,Fusobacterium,0.1192,0.4599,0.1965
Z011,Fusobacterium,Fusobacterium,Porphyromonas,0.1179,0.6009,0.5067
Z011,Porphyromonas,Porphyromonas,Prevotella,0.1226,0.5379,0.4848
Z011,Prevotella,Prevotella,Streptococcus,0.0984,0.5772,0.3953
Z011,Streptococcus,Streptococcus,Lactobacillus,0.135,0.4661,0.2674
Z011,Lactobacillus,Lactobacillus,Fusobacterium,0.1063,0.4702,0.2358
Z012,Fusobacterium,Fusobacterium,Porphyromonas,0.1499,0.6901,0.5197
Z012,Porphyromonas,Porphyromonas,Prevotella,0.1505,0.6586,0.5285
Z012,Prevotella,Prevotella,Streptococcus,0.0964,0.5809,0.4212
Z012,Streptococcus,Streptococcus,Lactobacillus,0.1074,0.4353,0.3119
Z012,Lactobacillus,Lactobacillus,Fusobacterium,0.1049,0.3986,0.2491
Z013,Fusobacterium,Fusobacterium,Porphyromonas,0.0514,0.3904,0.3179
Z013,Porphyromonas,Porphyromonas,Prevotella,0.0634,0.3748,0.3102
Z013,Prevotella,Prevotella,Streptococcus,0.085,0.4366,0.2349
Z013,Streptococcus,Streptococcus,Lactobacillus,0.1465,0.5459,0.2202
Z013,Lactobacillus,Lactobacillus,Fusobacterium,0.1395,0.5574,0.1818
Z014,Fusobacterium,Fusobacterium,Porphyromonas,0.1275,0.6014,0.4995
Z014,Porphyromonas,Porphyromonas,Prevotella,0.1173,0.583,0.4913
Z014,Prevotella,Prevotella,Streptococcus,0.0986,0.559,0.3977
Z014,Streptococcus,Streptococcus,Lactobacillus,0.1227,0.4945,0.2745
Z014,Lactobacillus,Lactobacillus,Fusobacterium,0.0961,0.4408,0.2465
Z015,Fusobacterium,Fusobacterium,Porphyromonas,0.0687,0.4497,0.3343
Z015,Porphyromonas,Porphyromonas,Prevotella,0.076,0.4581,0.3129
Z015,Prevotella,Prevotella,Streptococcus,0.0858,0.5014,0.2399
Z015,Streptococcus,Streptococcus,Lactobacillus,0.1308,0.5081,0.2069
Z015,Lactobacillus,Lactobacillus,Fusobacterium,0.1308,0.512,0.18
Z016,Fusobacterium,Fusobacterium,Porphyromonas,0.1115,0.5672,0.4517
Z016,Porphyromonas,Porphyromonas,Prevotella,0.0996,0.5535,0.4544
Z016,Prevotella,Prevotella,Streptococcus,0.0951,0.5238,0.3604
Z016,Streptococcus,Streptococcus,Lactobacillus,0.1337,0.5089,0.2491
Z016,Lactobacillus,Lactobacillus,Fusobacterium,0.1064,0.4126,0.2146
Z017,Fusobacterium,Fusobacterium,Porphyromonas,0.0685,0.4865,0.3313
Z017,Porphyromonas,Porphyromonas,Prevotella,0.0727,0.4148,0.3007
Z017,Prevotella,Prevotella,Streptococcus,0.0863,0.4888,0.2398
Z017,Streptococcus,Streptococcus,Lactobacillus,0.1329,0.5128,0.2101
Z017,Lactobacillus,Lactobacillus,Fusobacterium,0.1202,0.5056,0.18
Z018,Fusobacterium,Fusobacterium,Porphyromonas,0.1437,0.6139,0.5509
Z018,Porphyromonas,Porphyromonas,Prevotella,0.122,0.601,0.4993
Z018,Prevotella,Prevotella,Streptococcus,0.1243,0.5848,0.4165
Z018,Streptococcus,Streptococcus,Lactobacillus,0.1213,0.4467,0.3002
Z018,Lactobacillus,Lactobacillus,Fusobacterium,0.0985,0.4023,0.2366
Z019,Fusobacterium,Fusobacterium,Porphyromonas,0.1189,0.5854,0.4748
Z019,Porphyromonas,Porphyromonas,Prevotella,0.122,0.5588,0.4285
Z019,Prevotella,Prevotella,Streptococcus,0.1022,0.5622,0.3779
Z019,Streptococcus,Streptococcus,Lactobacillus,0.1356,0.4751,0.2642
