sample_id,node_name,src,dst,abundance,function_score,edge_weight
S1,Fusobacterium,Fusobacterium,Porphyromonas,0.116,0.461,0.478
S1,Porphyromonas,Porphyromonas,Prevotella,0.097,0.484,0.466
S1,Prevotella,Prevotella,Streptococcus,0.145,0.433,0.423
S1,Streptococcus,Streptococcus,Lactobacillus,0.158,0.473,0.458
S1,Lactobacillus,Lactobacillus,Fusobacterium,0.151,0.52,0.436
S2,Fusobacterium,Fusobacterium,Porphyromonas,0.079,0.49,0.427
S2,Porphyromonas,Porphyromonas,Prevotella,0.072,0.431,0.376
S2,Prevotella,Prevotella,Streptococcus,0.128,0.436,0.384
S2,Streptococcus,Streptococcus,Lactobacillus,0.172,0.481,0.469
S2,Lactobacillus,Lactobacillus,Fusobacterium,0.164,0.55,0.374
S3,Fusobacterium,Fusobacterium,Porphyromonas,0.176,0.664,0.481
S3,Porphyromonas,Porphyromonas,Prevotella,0.141,0.609,0.508
S3,Prevotella,Prevotella,Streptococcus,0.178,0.463,0.467
S3,Streptococcus,Streptococcus,Lactobacillus,0.142,0.412,0.465
S3,Lactobacillus,Lactobacillus,Fusobacterium,0.107,0.423,0.45
S4,Fusobacterium,Fusobacterium,Porphyromonas,0.126,0.57,0.468
S4,Porphyromonas,Porphyromonas,Prevotella,0.11,0.536,0.495
S4,Prevotella,Prevotella,Streptococcus,0.155,0.462,0.369
S4,Streptococcus,Streptococcus,Lactobacillus,0.154,0.487,0.449
S4,Lactobacillus,Lactobacillus,Fusobacterium,0.142,0.432,0.525
S5,Fusobacterium,Fusobacterium,Porphyromonas,0.108,0.476,0.45
S5,Porphyromonas,Porphyromonas,Prevotella,0.066,0.457,0.444
S5,Prevotella,Prevotella,Streptococcus,0.134,0.471,0.375
S5,Streptococcus,Streptococcus,Lactobacillus,0.174,0.482,0.42
S5,Lactobacillus,Lactobacillus,Fusobacterium,0.169,0.533,0.441
S6,Fusobacterium,Fusobacterium,Porphyromonas,0.221,0.652,0.523
S6,Porphyromonas,Porphyromonas,Prevotella,0.188,0.599,0.522
S6,Prevotella,Prevotella,Streptococcus,0.209,0.503,0.472
S6,Streptococcus,Streptococcus,Lactobacillus,0.121,0.34,0.523
S6,Lactobacillus,Lactobacillus,Fusobacterium,0.085,0.382,0.471
S7,Fusobacterium,Fusobacterium,Porphyromonas,0.064,0.405,0.393
S7,Porphyromonas,Porphyromonas,Prevotella,0.066,0.352,0.365
S7,Prevotella,Prevotella,Streptococcus,0.11,0.464,0.374
S7,Streptococcus,Streptococcus,Lactobacillus,0.21,0.533,0.435
S7,Lactobacillus,Lactobacillus,Fusobacterium,0.18,0.586,0.366
S8,Fusobacterium,Fusobacterium,Porphyromonas,0.044,0.374,0.386
S8,Porphyromonas,Porphyromonas,Prevotella,0.061,0.346,0.398
S8,Prevotella,Prevotella,Streptococcus,0.099,0.453,0.369
S8,Streptococcus,Streptococcus,Lactobacillus,0.182,0.523,0.36
S8,Lactobacillus,Lactobacillus,Fusobacterium,0.21,0.655,0.366
S9,Fusobacterium,Fusobacterium,Porphyromonas,0.101,0.442,0.475
S9,Porphyromonas,Porphyromonas,Prevotella,0.077,0.46,0.433
S9,Prevotella,Prevotella,Streptococcus,0.131,0.406,0.441
S9,Streptococcus,Streptococcus,Lactobacillus,0.187,0.528,0.426
S9,Lactobacillus,Lactobacillus,Fusobacterium,0.167,0.517,0.419
S10,Fusobacterium,Fusobacterium,Porphyromonas,0.141,0.482,0.473
S10,Porphyromonas,Porphyromonas,Prevotella,0.107,0.539,0.441
S10,Prevotella,Prevotella,Streptococcus,0.139,0.469,0.466
S10,Streptococcus,Streptococcus,Lactobacillus,0.131,0.448,0.518
S10,Lactobacillus,Lactobacillus,Fusobacterium,0.115,0.429,0.488
S11,Fusobacterium,Fusobacterium,Porphyromonas,0.158,0.553,0.422
S11,Porphyromonas,Porphyromonas,Prevotella,0.111,0.53,0.474
S11,Prevotella,Prevotella,Streptococcus,0.129,0.473,0.409
S11,Streptococcus,Streptococcus,Lactobacillus,0.115,0.483,0.503
S11,Lactobacillus,Lactobacillus,Fusobacterium,0.126,0.462,0.449
S12,Fusobacterium,Fusobacterium,Porphyromonas,0.126,0.551,0.502
S12,Porphyromonas,Porphyromonas,Prevotella,0.116,0.518,0.497
S12,Prevotella,Prevotella,Streptococcus,0.143,0.484,0.407
S12,Streptococcus,Streptococcus,Lactobacillus,0.131,0.497,0.436
S12,Lactobacillus,Lactobacillus,Fusobacterium,0.13,0.521,0.451
S13,Fusobacterium,Fusobacterium,Porphyromonas,0.118,0.486,0.435
S13,Porphyromonas,Porphyromonas,Prevotella,0.091,0.462,0.467
S13,Prevotella,Prevotella,Streptococcus,0.116,0.381,0.415
S13,Streptococcus,Streptococcus,Lactobacillus,0.159,0.51,0.405
S13,Lactobacillus,Lactobacillus,Fusobacterium,0.18,0.509,0.431
S14,Fusobacterium,Fusobacterium,Porphyromonas,0.096,0.495,0.48
S14,Porphyromonas,Porphyromonas,Prevotella,0.067,0.402,0.428
S14,Prevotella,Prevotella,Streptococcus,0.102,0.49,0.483
S14,Streptococcus,Streptococcus,Lactobacillus,0.173,0.47,0.374
S14,Lactobacillus,Lactobacillus,Fusobacterium,0.17,0.508,0.448
S15,Fusobacterium,Fusobacterium,Porphyromonas,0.103,0.466,0.429
S15,Porphyromonas,Porphyromonas,Prevotella,0.085,0.446,0.487
S15,Prevotella,Prevotella,Streptococcus,0.136,0.46,0.454
S15,Streptococcus,Streptococcus,Lactobacillus,0.162,0.47,0.394
S15,Lactobacillus,Lactobacillus,Fusobacterium,0.167,0.537,0.401
S16,Fusobacterium,Fusobacterium,Porphyromonas,0.118,0.545,0.39
S16,Porphyromonas,Porphyromonas,Prevotella,0.095,0.52,0.525
S16,Prevotella,Prevotella,Streptococcus,0.132,0.481,0.444
S16,Streptococcus,Streptococcus,Lactobacillus,0.137,0.491,0.455
S16,Lactobacillus,Lactobacillus,Fusobacterium,0.144,0.49,0.455
S17,Fusobacterium,Fusobacterium,Porphyromonas,0.034,0.385,0.446
S17,Porphyromonas,Porphyromonas,Prevotella,0.035,0.38,0.419
S17,Prevotella,Prevotella,Streptococcus,0.121,0.367,0.382
S17,Streptococcus,Streptococcus,Lactobacillus,0.198,0.585,0.366
S17,Lactobacillus,Lactobacillus,Fusobacterium,0.195,0.556,0.319
S18,Fusobacterium,Fusobacterium,Porphyromonas,0.147,0.623,0.463
S18,Porphyromonas,Porphyromonas,Prevotella,0.11,0.57,0.479
S18,Prevotella,Prevotella,Streptococcus,0.136,0.487,0.45
S18,Streptococcus,Streptococcus,Lactobacillus,0.144,0.453,0.456
